,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
19287,White,Updo Bun,Black,Stubble,Gray Blazer with Black Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,Two Rings,None,Black Books,None,Brown Leather Briefcase
19288,White,Short Updo,Black,None,Navy Oxford with Pocket,Light-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,Brown Leather Briefcase
19289,White,Low Ponytail,Black,None,Light Gray Cardigan with Light Gray Oxford Shirt,Light-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
19290,White,Short Afro Fade,Dark Brown,None,Olive Oxford with Buttons,Khaki,Tan Suede Workboot with Tan Sole,None,None,None,None,None
19291,White,Low Ponytail,Light Brown,None,Red Longsleeve,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,Black Books,None,Brown Leather Briefcase
19292,White,Short Pixie,Auburn,None,Dark Gray Longsleeve,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,Rosegold Aviators,None,Brown Leather Briefcase
19293,White,Medium Curly Bob,Black,None,Gray Blazer with Black Shirt and No Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,Black Leather Briefcase
19294,White,Long Messy,Blonde,Thin,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Lunchbox
19295,White,Buzz Cut,Light Grey,None,Gray Oxford with Pocket,Gray Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
19296,White,None,Blonde,Thin,Navy Blazer with Striped Shirt and No Tie,Khaki,White Leather Sneaker with Grey Sole,None,Tan Workers Cap,None,None,Black Leather Briefcase
19297,White,Short Messy,Light Brown,None,Tan Blazer with Off-White Shirt and No Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
19298,White,Short Messy,Black,None,Navy Oxford with Pocket,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,Black Books,None,Brown Leather Briefcase
19299,White,None,Light Brown,Mustache,Blue Longsleeve,Dark-Wash Denim,White Leather Sneaker with Grey Sole,None,None,Rosegold Aviators,None,Lunchbox
19300,White,Straight Sideswept Fringe,Blonde,None,Blue Longsleeve,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
19301,White,Short Pixie,Blonde,None,Charcoal Blazer with Light Blue Shirt and No Tie,Light-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Smartphone
19302,White,Short Messy,Dark Brown,None,Gray Blazer with Black Shirt and Gray Tie,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
19303,White,Updo Bun,Dark Brown,None,Navy Oxford with Buttons,Khaki,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
19304,White,Short Messy,Dark Brown,None,Tan Blazer with Off-White Shirt and Tan Tie,Gray Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
19305,White,Medium Curly Bob,Dark Brown,Stubble,Khaki Oxford with Pocket,Light-Wash Denim,Black Leather Shoes with Laces,None,None,None,None,Black Smartphone
19306,White,Buzz Cut,Light Grey,None,Gray Oxford with Tie and Pocket,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,Navy Blue Workers Cap,None,None,None
19307,White,None,Light Brown,Mustache,Olive Oxford with Buttons,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,Brown Leather Briefcase
19308,White,Short Messy,Black,None,Olive Oxford with Tie and Pocket,Dark-Wash Denim,White Leather Sneaker with Grey Sole,Two Rings,None,None,None,None
19309,White,Short Messy,Dark Brown,None,Blue Longsleeve,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
19310,White,None,Dark Brown,None,Navy Oxford with Tie and Pocket,Light-Wash Denim,Redbrown Leather Workboot with Brown Sole,Two Rings,None,None,None,Brown Leather Briefcase
19311,White,Low Ponytail,Auburn,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Light-Wash Denim,Black Leather Shoes with Laces,None,None,None,None,None
19312,White,Straight Sideswept Fringe,Black,None,Navy Blazer with Striped Shirt and No Tie,Light-Wash Denim,Brown Leather Shoes with Laces,Two Rings,None,Black Books,None,None
19313,White,Short Updo,Black,None,Light Gray Longsleeve,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,Brown Leather Briefcase
19314,White,Short Updo,Auburn,None,Navy Oxford with Pocket,Gray Slacks,Brown Leather Shoes with Laces,None,None,None,None,Lunchbox
19315,White,Short Updo,Light Brown,Mustache,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,None,Black Smartphone
19316,White,Medium Curly Bob,Light Grey,None,Tan Blazer with Off-White Shirt and Tan Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,Two Rings,None,Black Books,None,Black Smartphone
19317,White,Medium Curly Bob,Blonde,None,Gray Jumpsuit,None,Black Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
19318,White,Buzz Cut,Auburn,None,Olive Cardigan with Beige Oxford Shirt,Gray Slacks,Black Leather Shoes with Laces,None,Tan Workers Cap,None,None,Brown Leather Briefcase
19319,White,Updo Bun,Black,None,Olive Oxford with Buttons,Khaki Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Brown Leather Briefcase
19320,White,Buzz Cut,Light Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki,Black Suede Chelseas with Brown Sole,None,Tan Workers Cap,None,None,Brown Leather Briefcase
19321,White,None,Black,Goatee,Tan Blazer with Off-White Shirt and No Tie,Gray Slacks,White Canvas Sneaker with White Sole,Two Rings,Purple Workers Cap,None,None,Lunchbox
19322,White,Updo Bun,Dark Brown,Goatee,Light Gray Longsleeve,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
19323,White,Buzz Cut,Dark Brown,None,Dark Gray Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,Tan Workers Cap,None,None,Black Leather Briefcase
19324,White,None,Black,None,Light Gray Longsleeve,Blue Denim,White Canvas Sneaker with White Sole,Two Rings,Tan Workers Cap,None,None,None
19325,White,Straight Sideswept Fringe,Black,None,Olive Oxford with Buttons,Light-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,Black Books,Stud Earring,Black Smartphone
19326,White,Long Messy,Black,None,Navy Blazer with Striped Shirt and Navy Tie,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
19327,White,Low Ponytail,Black,Beard,Khaki Oxford with Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Brown Leather Briefcase
19328,White,Short Coil,Black,None,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,Stud Earring,Black Smartphone
19329,White,Updo Bun,Dark Brown,Goatee,Light Gray Cardigan with Beige Oxford Shirt,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
19330,White,Updo Bun,Black,Thin,Navy Oxford with Pocket,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,None
19331,White,Long Afro,Black,None,Gray Oxford with Tie and Pocket,Navy Slacks,White Leather Sneaker with Grey Sole,None,None,Silver Aviators,None,Black Smartphone
19332,White,Short Messy,Black,None,Dark Gray Longsleeve,Light-Wash Denim,White Leather Sneaker with Grey Sole,None,None,None,None,Black Smartphone
19333,White,Buzz Cut,Black,None,Navy Oxford with Pocket,Blue Denim,White Canvas Sneaker with White Sole,None,None,None,Stud Earring,Brown Leather Briefcase
19334,White,Short Afro Fade,Black,None,Light Gray Longsleeve,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,None
19335,White,Short Coil,Black,None,Navy Oxford with Pocket,Gray Slacks,White Canvas Sneaker with White Sole,Two Rings,None,None,None,None
19336,White,None,Black,None,Khaki Jumpsuit,None,Black Suede Chelseas with Brown Sole,None,Tan Workers Cap,None,None,None
19337,White,Long Straight Bangs,Dark Brown,Thin,Navy Oxford with Tie and Pocket,Light-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,None
19338,White,Short Coil,Blonde,None,Blue Longsleeve,Navy Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
19339,White,Long Messy,Black,None,Olive Oxford with Buttons,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,Ring One Blue,None,Silver Aviators,None,None
19340,White,Straight Sideswept Fringe,Black,None,Blue Longsleeve,Khaki,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
19341,White,Low Ponytail,Dark Brown,None,Gray Oxford with Buttons,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,None
19342,White,Short Coil,Dark Brown,Stubble,Blue Longsleeve,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Brown Leather Briefcase
19343,White,Low Ponytail,Dark Brown,None,Navy Blazer with Striped Shirt and No Tie,Gray Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,None,None
19344,White,Buzz Cut,Dark Brown,None,Navy Oxford with Tie,Light-Wash Denim,Black Leather Shoes with Laces,Two Rings,None,Rosegold Aviators,None,Lunchbox
19345,White,None,Dark Brown,None,Olive Cardigan with Beige Oxford Shirt,Light-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,None,None
19346,White,Short Afro Fade,Light Brown,Goatee,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,Rosegold Aviators,None,Lunchbox
19347,White,Updo Bun,Light Grey,None,Gray Blazer with Black Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,None,Black Books,Stud Earring,Black Smartphone
19348,White,Straight Sideswept Fringe,Light Brown,Thin,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Rosegold Aviators,Stud Earring,Black Smartphone
19349,White,Long Messy,Blonde,None,Dark Gray Longsleeve,Navy Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Brown Leather Briefcase
19350,White,Short Coil,Light Brown,Goatee,Gray Blazer with Black Shirt and Gray Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,Black Books,None,None
19351,White,Updo Bun,Light Brown,None,Light Gray Longsleeve,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Blue Lunchbox
19352,White,Long Afro,Black,None,Light Gray Longsleeve,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,Two Rings,None,Silver Aviators,None,None
19353,White,Updo Bun,Light Brown,None,Gray Oxford with Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
19354,White,Short Afro Fade,Black,None,Olive Cardigan with Light Gray Oxford Shirt,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,Rosegold Aviators,None,Black Smartphone
19355,White,Short Messy,Black,None,Khaki Oxford with Tie,Gray Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Brown Leather Briefcase
19356,White,Straight Sideswept Fringe,Black,None,Olive Cardigan with Light Gray Longsleeve Shirt,Navy Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,Stud Earring,Black Leather Briefcase
19357,White,Short Afro Fade,Light Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Dark-Wash Denim,Black Leather Shoes with Laces,None,None,None,None,Black Smartphone
19358,White,Buzz Cut,Black,None,Red Longsleeve,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,Two Rings,Tan Workers Cap,None,None,Lunchbox
19359,White,Short Messy,Light Grey,None,Light Gray Longsleeve,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,None,Black Books,None,None
19360,White,Short Coil,Auburn,Thin,Olive Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
19361,White,Short Pixie,Light Brown,None,Light Gray Longsleeve,Khaki Slacks,Black Leather Shoes with Laces,None,None,None,Stud Earring,Black Leather Briefcase
19362,White,Short Afro Fade,Light Brown,None,Brown Cardigan with Beige Longsleeve Shirt,Gray Slacks,Brown Leather Shoes with Laces,None,None,Rosegold Aviators,None,Black Smartphone
19363,White,Updo Bun,Dark Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Khaki,Black Suede Chelseas with Brown Sole,None,None,None,None,None
19364,White,Low Ponytail,Light Grey,None,Blue Longsleeve,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Black Smartphone
19365,White,Medium Curly Bob,Dark Brown,None,Blue Longsleeve,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,None
19366,White,None,Blonde,None,Navy Oxford with Buttons,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
19367,White,Medium Curly Bob,Light Brown,Goatee,Olive Oxford with Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
19368,White,Long Messy,Light Brown,Thin,Tan Blazer with Off-White Shirt and No Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Brown Leather Briefcase
19369,White,Short Afro Fade,Black,None,Navy Oxford with Pocket,Gray Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,None,Brown Leather Briefcase
19370,White,Short Coil,Light Brown,None,Gray Jumpsuit,None,Black Leather Shoes with Laces,None,None,None,None,None
19371,White,Short Pixie,Light Brown,None,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
19372,White,Long Messy,Dark Brown,None,Gray Blazer with Black Shirt and No Tie,Dark-Wash Denim,Black Leather Shoes with Laces,Two Rings,None,None,None,Black Leather Briefcase
19373,White,Straight Sideswept Fringe,Dark Brown,None,Navy Blazer with Striped Shirt and No Tie,Light-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,Stud Earring,None
19374,White,Long Afro,Black,None,Olive Oxford with Tie and Pocket,Light-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,None
19375,White,None,Black,None,Olive Oxford with Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,Tan Workers Cap,None,None,Black Leather Briefcase
19376,White,Short Afro Fade,Black,None,Blue Longsleeve,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,None,None
19377,White,Low Ponytail,Dark Brown,None,Tan Blazer with Off-White Shirt and No Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
19378,White,Low Ponytail,Light Grey,Stubble,Denim Jumpsuit,None,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Lunchbox
19379,White,None,Auburn,Goatee,Khaki Oxford with Buttons,Blue Denim,White Canvas Sneaker with White Sole,None,Tan Workers Cap,None,None,Brown Leather Briefcase
19380,White,Short Pixie,Light Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Light-Wash Denim,Black Leather Shoes with Laces,None,None,None,None,None
19381,White,Short Pixie,Blonde,None,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,Black Smartphone
19382,White,None,Black,Stubble,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,Tan Workers Cap,None,None,None
19383,White,Straight Sideswept Fringe,Black,None,Brown Cardigan with Beige Longsleeve Shirt,Khaki Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,Stud Earring,None
19384,White,Medium Curly Bob,Black,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,Lunchbox
19385,White,Short Afro Fade,Blonde,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,Stud Earring,Brown Leather Briefcase
19386,White,Buzz Cut,Light Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Gray Slacks,Brown Leather Shoes with Laces,None,Tan Workers Cap,None,Stud Earring,Black Leather Briefcase
19387,White,Buzz Cut,Light Grey,None,Gray Oxford with Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,Tan Workers Cap,None,None,None
19388,White,Short Afro Fade,Dark Brown,None,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Brown Leather Briefcase
19389,White,Short Coil,Light Brown,Stubble,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,Two Rings,None,Rosegold Aviators,None,Black Smartphone
19390,White,Short Coil,Blonde,None,Olive Oxford with Buttons,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,None
19391,White,Medium Curly Bob,Light Brown,None,Navy Jumpsuit,None,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,None,Lunchbox
19392,White,Short Afro Fade,Light Brown,None,Navy Oxford with Tie and Pocket,Blue Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,None
19393,White,Straight Sideswept Fringe,Black,None,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
19394,White,Short Messy,Black,None,Dark Gray Longsleeve,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Rosegold Aviators,None,None
19395,White,Short Messy,Auburn,None,Navy Oxford with Buttons,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,Black Leather Briefcase
19396,White,Short Pixie,Light Brown,None,Dark Gray Longsleeve,Gray Slacks,White Leather Sneaker with Grey Sole,None,None,Black Books,None,None
19397,White,Short Afro Fade,Dark Brown,None,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Brown Leather Briefcase
19398,White,Low Ponytail,Black,Stubble,Brown Cardigan with Light Gray Longsleeve Shirt,Light-Wash Denim,Black Leather Shoes with Laces,None,None,None,Stud Earring,Black Smartphone
19399,White,Short Messy,Light Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,None
19400,White,Long Afro,Black,None,Dark Gray Cardigan with Tan Longsleeve Shirt,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Brown Leather Briefcase
19401,White,Straight Sideswept Fringe,Black,None,Gray Oxford with Tie,Light-Wash Denim,White Leather Sneaker with Grey Sole,Two Rings,None,Rosegold Aviators,None,Lunchbox
19402,White,Short Coil,Black,None,Olive Oxford with Buttons,Light-Wash Denim,White Leather Sneaker with Grey Sole,None,None,Black Books,Stud Earring,Black Smartphone
19403,White,Straight Sideswept Fringe,Blonde,None,Olive Oxford with Buttons,Gray Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
19404,White,Short Messy,Light Grey,None,Gray Blazer with Black Shirt and No Tie,Blue Denim,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,Brown Leather Briefcase
19405,White,Low Ponytail,Auburn,None,Blue Longsleeve,Blue Denim,Brown Leather Shoes with Laces,Two Rings,None,None,None,Brown Leather Briefcase
19406,White,Short Afro Fade,Light Grey,None,Dark Gray Longsleeve,Light-Wash Denim,Black Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
19407,White,Short Pixie,Light Brown,None,Tan Blazer with Off-White Shirt and Tan Tie,Khaki Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,Black Smartphone
19408,White,Short Pixie,Blonde,None,Blue Longsleeve,Gray Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
19409,White,Short Afro Fade,Black,Goatee,Charcoal Blazer with Light Blue Shirt and Black Tie,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Leather Briefcase
19410,White,Long Messy,Light Brown,Goatee,Olive Cardigan with Light Gray Longsleeve Shirt,Blue Denim,Black Leather Shoes with Laces,None,None,None,None,Black Smartphone
19411,White,Buzz Cut,Dark Brown,Stubble,Khaki Oxford with Buttons,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,Rosegold Aviators,None,Brown Leather Briefcase
19412,White,Short Pixie,Black,None,Gray Blazer with Black Shirt and No Tie,Khaki Slacks,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
19413,White,Short Messy,Auburn,None,Gray Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
19414,White,Low Ponytail,Light Brown,None,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
19415,White,Long Afro,Black,Stubble,Light Gray Cardigan with Beige Longsleeve Shirt,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,None
19416,White,None,Black,Stubble,Navy Jumpsuit,None,Tan Suede Workboot with Tan Sole,None,Tan Workers Cap,None,None,None
19417,White,Short Pixie,Black,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,Black Smartphone
19418,White,Straight Sideswept Fringe,Dark Brown,Stubble,Gray Blazer with Black Shirt and Gray Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
19419,White,Short Messy,Light Grey,None,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Leather Briefcase
19420,White,Updo Bun,Dark Brown,None,Khaki Oxford with Tie,Light-Wash Denim,Black Leather Shoes with Laces,None,None,Black Books,Stud Earring,None
19421,White,Short Coil,Dark Brown,None,Navy Jumpsuit,None,Brown Leather Shoes with Laces,None,None,Black Books,Stud Earring,Black Leather Briefcase
19422,White,Low Ponytail,Auburn,None,Denim Jumpsuit,None,White Canvas Sneaker with White Sole,None,None,None,Stud Earring,Black Smartphone
19423,White,Short Messy,Auburn,None,Navy Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,None,None
19424,White,Short Pixie,Light Grey,Stubble,Olive Oxford with Tie,Light-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,None
19425,White,Short Pixie,Blonde,None,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,White Leather Sneaker with Grey Sole,Two Rings,None,None,None,Black Leather Briefcase
19426,White,Short Messy,Dark Brown,None,Olive Oxford with Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,Black Books,None,None
19427,White,Straight Sideswept Fringe,Black,None,Gray Blazer with Black Shirt and Gray Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,None
19428,White,Straight Sideswept Fringe,Light Grey,None,Navy Oxford with Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,Two Rings,None,Black Books,None,None
19429,White,Short Messy,Light Brown,None,Blue Longsleeve,Navy Slacks,Redbrown Leather Workboot with Brown Sole,Two Rings,None,None,None,Black Leather Briefcase
19430,White,Short Updo,Blonde,Mustache,Gray Oxford with Tie and Pocket,Blue Denim,Brown Leather Shoes with Laces,None,None,None,None,None
19431,White,Long Afro,Black,None,Gray Blazer with Black Shirt and No Tie,Khaki Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,None
19432,White,Updo Bun,Auburn,Stubble,Red Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,Stud Earring,Brown Leather Briefcase
19433,White,None,Black,None,Navy Oxford with Tie,Navy Slacks,Brown Leather Shoes with Laces,None,Tan Workers Cap,None,None,None
19434,White,Short Afro Fade,Dark Brown,Thin,Light Gray Cardigan with Light Gray Longsleeve Shirt,Khaki Slacks,Black Suede Chelseas with Brown Sole,Two Rings,None,None,None,None
19435,White,None,Light Brown,None,Navy Oxford with Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Leather Briefcase
19436,White,Medium Curly Bob,Black,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Dark-Wash Denim,Black Leather Shoes with Laces,Two Rings,None,None,None,Black Smartphone
19437,White,None,Black,Mustache,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,Tan Workers Cap,Black Books,None,Lunchbox
19438,White,Short Updo,Blonde,None,Navy Oxford with Pocket,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Lunchbox
19439,White,None,Light Brown,None,Khaki Oxford with Pocket,Gray Slacks,Redbrown Leather Workboot with Brown Sole,None,Tan Workers Cap,None,None,Brown Leather Briefcase
19440,White,Buzz Cut,Auburn,None,Olive Oxford with Pocket,Navy Slacks,Black Leather Shoes with Laces,None,Tan Workers Cap,None,None,None
19441,White,Buzz Cut,Auburn,None,Navy Oxford with Tie,Dark-Wash Denim,Black Leather Shoes with Laces,None,None,Black Books,None,None
19442,White,Straight Sideswept Fringe,Black,None,Gray Blazer with Black Shirt and No Tie,Gray Slacks,White Canvas Sneaker with White Sole,None,None,None,None,None
19443,White,Low Ponytail,Dark Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Rosegold Aviators,None,Black Smartphone
19444,White,Straight Sideswept Fringe,Black,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Lunchbox
19445,White,Straight Sideswept Fringe,Light Brown,Thin,Navy Oxford with Tie,Gray Slacks,White Canvas Sneaker with White Sole,None,None,None,Stud Earring,None
19446,White,Short Afro Fade,Light Brown,None,Olive Oxford with Buttons,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,Stud Earring,Brown Leather Briefcase
19447,White,Updo Bun,Light Brown,None,Navy Blazer with Striped Shirt and No Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,Brown Leather Briefcase
19448,White,Short Messy,Black,None,Light Gray Cardigan with Light Gray Longsleeve Shirt,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
19449,White,Short Messy,Blonde,None,Blue Longsleeve,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
19450,White,Short Coil,Light Grey,None,Charcoal Blazer with Light Blue Shirt and No Tie,Gray Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
19451,White,Long Messy,Black,None,Navy Oxford with Tie and Pocket,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Smartphone
19452,White,Straight Sideswept Fringe,Blonde,None,Tan Blazer with Off-White Shirt and Tan Tie,Gray Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,None
19453,White,Long Afro,Black,Mustache,Navy Blazer with Striped Shirt and No Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,Lunchbox
19454,White,Short Pixie,Black,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
19455,White,Medium Curly Bob,Blonde,None,Khaki Oxford with Buttons,Gray Slacks,Brown Leather Shoes with Laces,None,None,Rosegold Aviators,None,Black Smartphone
19456,White,Straight Sideswept Fringe,Black,None,Light Gray Cardigan with Beige Longsleeve Shirt,Navy Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
19457,White,Short Messy,Dark Brown,None,Olive Oxford with Tie,Khaki,Brown Leather Shoes with Laces,Two Rings,None,Rosegold Aviators,None,Black Smartphone
